ID,FilePath,ClassName,MethodName,Content,CommentFor,CommentsIn,CommentsAssociated,StartLine,EndLine,eachLabelCommentFor,CommentForLabel,eachLabelCommentsIn,CommentsInLabel,eachLabelCommentsAssociated,CommentsAssociatedLabel,PseudoLabelForCASFromMAT,PseudoLabelForCASFromGGSATD,PseudoLabelForCASFromXGBoost,MethodSimplified,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
80,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\ClassWriter.java,com.alibaba.fastjson.asm.ClassWriter,int newUTF8(String),"public int newUTF8(final String value) {
    key.set(1, /* UTF8 */
    value, null, null);
    Item result = get(key);
    if (result == null) {
        pool.putByte(1).putUTF8(value);
        result = new Item(index++, key);
        put(result);
    }
    return result.index;
}", ,"/* UTF8 */
[[SEP]]/* UTF8 */
",/* UTF8 */,268,277,[0],0,"[0, 0]",0,[0],0,0,0,0,newUTF8(String),com.alibaba.fastjson.asm.ClassWriter,newUTF8/1[java.lang.String],False,268,3,13,7,6,2,5,10,1,1,1,5,2,1,0,1,0,0,0,2,2,0,1,0,0,0,12,1,0,False
81,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\ClassWriter.java,com.alibaba.fastjson.asm.ClassWriter,Item newClassItem(String),"public Item newClassItem(final String value) {
    key2.set(7, /* CLASS */
    value, null, null);
    Item result = get(key2);
    if (result == null) {
        pool.put12(7, /* CLASS */
        newUTF8(value));
        result = new Item(index++, key2);
        put(result);
    }
    return result;
}", ,"/* CLASS */
[[SEP]]/* CLASS */
",/* CLASS */[[SEP]]/* CLASS */,279,288,[0],0,"[0, 0]",0,"[0, 0]",0,0,0,0,newClassItem(String),com.alibaba.fastjson.asm.ClassWriter,newClassItem/1[java.lang.String],False,279,3,12,6,6,2,5,10,1,1,1,5,3,2,0,1,0,0,0,2,2,0,1,0,0,0,10,1,0,False
82,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\ClassWriter.java,com.alibaba.fastjson.asm.ClassWriter,"Item newFieldItem(String, String, String)","/**
 * Adds a field reference to the constant pool of the class being build. Does nothing if the constant pool already
 * contains a similar item.
 *
 * @param owner the internal name of the field's owner class.
 * @param name the field's name.
 * @param desc the field's descriptor.
 * @return a new or already existing field reference item.
 */
Item newFieldItem(final String owner, final String name, final String desc) {
    key3.set(9, /* FIELD */
    owner, name, desc);
    Item result = get(key3);
    if (result == null) {
        // put122(9 /* FIELD */, newClassItem(owner).index, newNameTypeItem(name, desc).index);
        int s1 = newClassItem(owner).index, s2 = newNameTypeItem(name, desc).index;
        pool.put12(9, /* FIELD */
        s1).putShort(s2);
        result = new Item(index++, key3);
        put(result);
    }
    return result;
}","/**
 * Adds a field reference to the constant pool of the class being build. Does nothing if the constant pool already
 * contains a similar item.
 *
 * @param owner the internal name of the field's owner class.
 * @param name the field's name.
 * @param desc the field's descriptor.
 * @return a new or already existing field reference item.
 */
","/* FIELD */
[[SEP]]// put122(9 /* FIELD */, newClassItem(owner).index, newNameTypeItem(name, desc).index);
[[SEP]]/* FIELD */
","/** * Adds a field reference to the constant pool of the class being build. Does nothing if the constant pool already * contains a similar item. * * @param owner the internal name of the field's owner class. * @param name the field's name. * @param desc the field's descriptor. * @return a new or already existing field reference item. */[[SEP]]/* FIELD */[[SEP]]// put122(9 /* FIELD */, newClassItem(owner).index, newNameTypeItem(name, desc).index);[[SEP]]/* FIELD */",299,310,[0],0,"[0, 0, 0]",0,"[0, 0, 0, 0]",0,0,0,0,"newFieldItem(String, String, String)",com.alibaba.fastjson.asm.ClassWriter,"newFieldItem/3[java.lang.String,java.lang.String,java.lang.String]",False,299,3,9,1,8,2,7,11,1,3,3,7,4,4,0,1,0,0,0,2,4,0,1,0,0,0,35,0,0,True
83,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\ClassWriter.java,com.alibaba.fastjson.asm.ClassWriter,"Item newMethodItem(String, String, String, boolean)","/**
 * Adds a method reference to the constant pool of the class being build. Does nothing if the constant pool already
 * contains a similar item.
 *
 * @param owner the internal name of the method's owner class.
 * @param name the method's name.
 * @param desc the method's descriptor.
 * @param itf <tt>true</tt> if <tt>owner</tt> is an interface.
 * @return a new or already existing method reference item.
 */
Item newMethodItem(final String owner, final String name, final String desc, final boolean itf) {
    int type = itf ? 11 : /* IMETH */
    10;
    key3.set(type, owner, name, desc);
    Item result = get(key3);
    if (result == null) {
        // put122(type, newClassItem(owner).index, newNameTypeItem(name, desc).index);
        int s1 = newClassItem(owner).index, s2 = newNameTypeItem(name, desc).index;
        pool.put12(type, s1).putShort(s2);
        result = new Item(index++, key3);
        put(result);
    }
    return result;
}","/**
 * Adds a method reference to the constant pool of the class being build. Does nothing if the constant pool already
 * contains a similar item.
 *
 * @param owner the internal name of the method's owner class.
 * @param name the method's name.
 * @param desc the method's descriptor.
 * @param itf <tt>true</tt> if <tt>owner</tt> is an interface.
 * @return a new or already existing method reference item.
 */
","/* METH */
[[SEP]]/* IMETH */
[[SEP]]// put122(type, newClassItem(owner).index, newNameTypeItem(name, desc).index);
","/** * Adds a method reference to the constant pool of the class being build. Does nothing if the constant pool already * contains a similar item. * * @param owner the internal name of the method's owner class. * @param name the method's name. * @param desc the method's descriptor. * @param itf <tt>true</tt> if <tt>owner</tt> is an interface. * @return a new or already existing method reference item. */[[SEP]]/* IMETH */[[SEP]]// put122(type, newClassItem(owner).index, newNameTypeItem(name, desc).index);",322,334,[0],0,"[0, 0, 0]",0,"[0, 0, 0]",0,0,0,0,"newMethodItem(String, String, String, boolean)",com.alibaba.fastjson.asm.ClassWriter,"newMethodItem/4[java.lang.String,java.lang.String,java.lang.String,boolean]",False,322,3,9,1,8,3,7,12,1,4,4,7,4,4,0,1,0,0,0,2,5,0,1,0,0,0,40,0,0,True
84,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\ClassWriter.java,com.alibaba.fastjson.asm.ClassWriter,Item newString(String),"private Item newString(final String value) {
    key2.set(8, /* STR */
    value, null, null);
    Item result = get(key2);
    if (result == null) {
        pool.put12(8, /*STR*/
        newUTF8(value));
        result = new Item(index++, key2);
        put(result);
    }
    return result;
}", ,"/* STR */
[[SEP]]/*STR*/
",/* STR */[[SEP]]/*STR*/,336,345,[0],0,"[0, 0]",0,"[0, 0]",0,0,0,0,newString(String),com.alibaba.fastjson.asm.ClassWriter,newString/1[java.lang.String],False,336,3,7,1,6,2,5,10,1,1,1,5,3,2,0,1,0,0,0,2,2,0,1,0,0,0,10,2,0,False
85,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\ClassWriter.java,com.alibaba.fastjson.asm.ClassWriter,"Item newNameTypeItem(String, String)","public Item newNameTypeItem(final String name, final String desc) {
    key2.set(12, /* NAME_TYPE */
    name, desc, null);
    Item result = get(key2);
    if (result == null) {
        // put122(12 /* NAME_TYPE */, newUTF8(name), newUTF8(desc));
        int s1 = newUTF8(name), s2 = newUTF8(desc);
        pool.put12(12, /* NAME_TYPE */
        s1).putShort(s2);
        result = new Item(index++, key2);
        put(result);
    }
    return result;
}", ,"/* NAME_TYPE */
[[SEP]]// put122(12 /* NAME_TYPE */, newUTF8(name), newUTF8(desc));
[[SEP]]/* NAME_TYPE */
","/* NAME_TYPE */[[SEP]]// put122(12 /* NAME_TYPE */, newUTF8(name), newUTF8(desc));[[SEP]]/* NAME_TYPE */",347,358,[0],0,"[0, 0, 0]",0,"[0, 0, 0]",0,0,0,0,"newNameTypeItem(String, String)",com.alibaba.fastjson.asm.ClassWriter,"newNameTypeItem/2[java.lang.String,java.lang.String]",False,347,3,9,2,7,2,6,11,1,3,2,6,3,2,0,1,0,0,0,2,4,0,1,0,0,0,17,1,0,False
86,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\FieldWriter.java,com.alibaba.fastjson.asm.FieldWriter,int getSize(),"// ------------------------------------------------------------------------
// Utility methods
// ------------------------------------------------------------------------
/**
 * Returns the size of this field.
 *
 * @return the size of this field.
 */
int getSize() {
    return 8;
}","/**
 * Returns the size of this field.
 *
 * @return the size of this field.
 */
", ,// ------------------------------------------------------------------------// Utility methods// ------------------------------------------------------------------------[[SEP]]/** * Returns the size of this field. * * @return the size of this field. */,88,90,[0],0,[0],0,"[0, 0]",0,0,0,0,getSize(),com.alibaba.fastjson.asm.FieldWriter,getSize/0,False,88,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,True
87,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\FieldWriter.java,com.alibaba.fastjson.asm.FieldWriter,void put(ByteVector),"/**
 * Puts the content of this field into the given byte vector.
 *
 * @param out where the content of this field must be put.
 */
void put(final ByteVector out) {
    // Opcodes.ACC_DEPRECATED | ClassWriter.ACC_SYNTHETIC_ATTRIBUTE | ((access & ClassWriter.ACC_SYNTHETIC_ATTRIBUTE) / (ClassWriter.ACC_SYNTHETIC_ATTRIBUTE / Opcodes.ACC_SYNTHETIC));
    final int mask = 393216;
    out.putShort(access & ~mask).putShort(name).putShort(desc);
    int attributeCount = 0;
    out.putShort(attributeCount);
}","/**
 * Puts the content of this field into the given byte vector.
 *
 * @param out where the content of this field must be put.
 */
","// Opcodes.ACC_DEPRECATED | ClassWriter.ACC_SYNTHETIC_ATTRIBUTE | ((access & ClassWriter.ACC_SYNTHETIC_ATTRIBUTE) / (ClassWriter.ACC_SYNTHETIC_ATTRIBUTE / Opcodes.ACC_SYNTHETIC));
",/** * Puts the content of this field into the given byte vector. * * @param out where the content of this field must be put. */[[SEP]]// Opcodes.ACC_DEPRECATED | ClassWriter.ACC_SYNTHETIC_ATTRIBUTE | ((access & ClassWriter.ACC_SYNTHETIC_ATTRIBUTE) / (ClassWriter.ACC_SYNTHETIC_ATTRIBUTE / Opcodes.ACC_SYNTHETIC));,97,102,[0],0,[0],0,"[0, 0]",0,0,0,0,put(ByteVector),com.alibaba.fastjson.asm.FieldWriter,put/1[com.alibaba.fastjson.asm.ByteVector],False,97,1,2,1,1,1,1,6,0,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,20,0,0,True
88,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\Item.java,com.alibaba.fastjson.asm.Item,"void set(int, String, String, String)","/**
 * Sets this item to an item that do not hold a primitive value.
 *
 * @param type the type of this item.
 * @param strVal1 first part of the value of this item.
 * @param strVal2 second part of the value of this item.
 * @param strVal3 third part of the value of this item.
 */
void set(final int type, final String strVal1, final String strVal2, final String strVal3) {
    this.type = type;
    this.strVal1 = strVal1;
    this.strVal2 = strVal2;
    this.strVal3 = strVal3;
    switch(type) {
        case 1:
        case 8:
        case 7:
        case 13:
            /* ClassWriter.TYPE_NORMAL */
            hashCode = 0x7FFFFFFF & (type + strVal1.hashCode());
            return;
        case 12:
            /* ClassWriter.NAME_TYPE */
            hashCode = 0x7FFFFFFF & (type + strVal1.hashCode() * strVal2.hashCode());
            return;
        // ClassWriter.FIELD:
        // ClassWriter.METH:
        // ClassWriter.IMETH:
        default:
            hashCode = 0x7FFFFFFF & (type + strVal1.hashCode() * strVal2.hashCode() * strVal3.hashCode());
    }
}","/**
 * Sets this item to an item that do not hold a primitive value.
 *
 * @param type the type of this item.
 * @param strVal1 first part of the value of this item.
 * @param strVal2 second part of the value of this item.
 * @param strVal3 third part of the value of this item.
 */
","// ClassWriter.FIELD:
[[SEP]]// ClassWriter.METH:
[[SEP]]/* ClassWriter.UTF8 */
[[SEP]]/* ClassWriter.STR */
[[SEP]]/* ClassWriter.CLASS */
[[SEP]]/* ClassWriter.TYPE_NORMAL */
[[SEP]]/* ClassWriter.NAME_TYPE */
[[SEP]]// ClassWriter.IMETH:
",/** * Sets this item to an item that do not hold a primitive value. * * @param type the type of this item. * @param strVal1 first part of the value of this item. * @param strVal2 second part of the value of this item. * @param strVal3 third part of the value of this item. */[[SEP]]/* ClassWriter.TYPE_NORMAL */[[SEP]]/* ClassWriter.NAME_TYPE */[[SEP]]// ClassWriter.FIELD:// ClassWriter.METH:// ClassWriter.IMETH:,112,133,[0],0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0]",0,0,0,0,"set(int, String, String, String)",com.alibaba.fastjson.asm.Item,"set/4[int,java.lang.String,java.lang.String,java.lang.String]",False,112,0,6,6,0,6,1,19,2,0,4,1,0,0,0,0,0,3,0,8,7,5,1,0,0,0,26,0,0,True
89,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\Item.java,com.alibaba.fastjson.asm.Item,void set(int),"/**
 * Sets this item to an integer item.
 *
 * @param intVal the value of this item.
 */
void set(final int intVal) {
    this.type = 3;
    this.intVal = intVal;
    this.hashCode = 0x7FFFFFFF & (type + intVal);
}","/**
 * Sets this item to an integer item.
 *
 * @param intVal the value of this item.
 */
","/* ClassWriter.INT */
",/** * Sets this item to an integer item. * * @param intVal the value of this item. */,140,144,[0],0,[0],0,[0],0,0,0,0,set(int),com.alibaba.fastjson.asm.Item,set/1[int],False,140,0,1,1,0,1,0,5,0,0,1,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,14,0,0,True
90,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\Item.java,com.alibaba.fastjson.asm.Item,boolean isEqualTo(Item),"/**
 * Indicates if the given item is equal to this one. <i>This method assumes that the two items have the same
 * {@link #type}</i>.
 *
 * @param i the item to be compared to this one. Both items must have the same {@link #type}.
 * @return <tt>true</tt> if the given item if equal to this one, <tt>false</tt> otherwise.
 */
boolean isEqualTo(final Item i) {
    switch(type) {
        case 1:
        case 8:
        case 7:
        case 13:
            /* ClassWriter.TYPE_NORMAL */
            return i.strVal1.equals(strVal1);
        case 15:
        case 5:
        case 6:
            /* ClassWriter.DOUBLE */
            return i.longVal == longVal;
        case 3:
        case 4:
            /* ClassWriter.FLOAT */
            return i.intVal == intVal;
        case 12:
            /* ClassWriter.NAME_TYPE */
            return i.strVal1.equals(strVal1) && i.strVal2.equals(strVal2);
        // case ClassWriter.FIELD:
        // case ClassWriter.METH:
        // case ClassWriter.IMETH:
        default:
            return i.strVal1.equals(strVal1) && i.strVal2.equals(strVal2) && i.strVal3.equals(strVal3);
    }
}","/**
 * Indicates if the given item is equal to this one. <i>This method assumes that the two items have the same
 * {@link #type}</i>.
 *
 * @param i the item to be compared to this one. Both items must have the same {@link #type}.
 * @return <tt>true</tt> if the given item if equal to this one, <tt>false</tt> otherwise.
 */
","// case ClassWriter.FIELD:
[[SEP]]// case ClassWriter.METH:
[[SEP]]/* ClassWriter.UTF8 */
[[SEP]]/* ClassWriter.STR */
[[SEP]]/* ClassWriter.CLASS */
[[SEP]]/* ClassWriter.TYPE_NORMAL */
[[SEP]]/* ClassWriter.TYPE_MERGED */
[[SEP]]/* ClassWriter.LONG */
[[SEP]]/* ClassWriter.DOUBLE */
[[SEP]]/* ClassWriter.INT */
[[SEP]]/* ClassWriter.FLOAT */
[[SEP]]/* ClassWriter.NAME_TYPE */
[[SEP]]// case ClassWriter.IMETH:
","/** * Indicates if the given item is equal to this one. <i>This method assumes that the two items have the same * {@link #type}</i>. * * @param i the item to be compared to this one. Both items must have the same {@link #type}. * @return <tt>true</tt> if the given item if equal to this one, <tt>false</tt> otherwise. */[[SEP]]/* ClassWriter.TYPE_NORMAL */[[SEP]]/* ClassWriter.DOUBLE */[[SEP]]/* ClassWriter.FLOAT */[[SEP]]/* ClassWriter.NAME_TYPE */[[SEP]]// case ClassWriter.FIELD:// case ClassWriter.METH:// case ClassWriter.IMETH:",153,175,[0],0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[0, 0, 0, 0, 0, 0]",0,0,0,0,isEqualTo(Item),com.alibaba.fastjson.asm.Item,isEqualTo/1[com.alibaba.fastjson.asm.Item],False,153,1,1,1,0,13,1,20,5,0,1,1,0,0,0,2,0,0,0,10,0,0,1,0,0,0,32,0,0,True
91,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\Label.java,com.alibaba.fastjson.asm.Label,"void put(MethodWriter, ByteVector, int, boolean)","// ------------------------------------------------------------------------
// Methods to compute offsets and to manage forward references
// ------------------------------------------------------------------------
/**
 * Puts a reference to this label in the bytecode of a method. If the position of the label is known, the offset is
 * computed and written directly. Otherwise, a null offset is written and a new forward reference is declared for
 * this label.
 *
 * @param owner the code writer that calls this method.
 * @param out the bytecode of the method.
 * @param source the position of first byte of the bytecode instruction that contains this label.
 * @param wideOffset <tt>true</tt> if the reference must be stored in 4 bytes, or <tt>false</tt> if it must be
 * stored with 2 bytes.
 * @throws IllegalArgumentException if this label has not been created by the given code writer.
 */
void put(final MethodWriter owner, final ByteVector out, final int source, boolean wideOffset) {
    if ((status & 2) == 0) {
        if (wideOffset) {
            addReference(source, out.length, FORWARD_REFERENCE_TYPE_WIDE);
            out.putInt(-1);
        } else {
            addReference(source, out.length, FORWARD_REFERENCE_TYPE_SHORT);
            out.putShort(-1);
        }
    } else {
        if (wideOffset) {
            out.putInt(position - source);
        } else {
            out.putShort(position - source);
        }
    }
}","/**
 * Puts a reference to this label in the bytecode of a method. If the position of the label is known, the offset is
 * computed and written directly. Otherwise, a null offset is written and a new forward reference is declared for
 * this label.
 *
 * @param owner the code writer that calls this method.
 * @param out the bytecode of the method.
 * @param source the position of first byte of the bytecode instruction that contains this label.
 * @param wideOffset <tt>true</tt> if the reference must be stored in 4 bytes, or <tt>false</tt> if it must be
 * stored with 2 bytes.
 * @throws IllegalArgumentException if this label has not been created by the given code writer.
 */
","/* RESOLVED */
","// ------------------------------------------------------------------------// Methods to compute offsets and to manage forward references// ------------------------------------------------------------------------[[SEP]]/** * Puts a reference to this label in the bytecode of a method. If the position of the label is known, the offset is * computed and written directly. Otherwise, a null offset is written and a new forward reference is declared for * this label. * * @param owner the code writer that calls this method. * @param out the bytecode of the method. * @param source the position of first byte of the bytecode instruction that contains this label. * @param wideOffset <tt>true</tt> if the reference must be stored in 4 bytes, or <tt>false</tt> if it must be * stored with 2 bytes. * @throws IllegalArgumentException if this label has not been created by the given code writer. */",168,184,[0],0,[0],0,"[0, 0]",0,0,0,0,"put(MethodWriter, ByteVector, int, boolean)",com.alibaba.fastjson.asm.Label,"put/4[com.alibaba.fastjson.asm.MethodWriter,com.alibaba.fastjson.asm.ByteVector,int,boolean]",False,168,3,4,1,3,5,3,20,0,0,4,3,1,1,0,1,0,1,0,4,0,2,2,0,0,0,56,0,0,True
92,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\Label.java,com.alibaba.fastjson.asm.Label,"void addReference(int, int, int)","/**
 * Adds a forward reference to this label. This method must be called only for a true forward reference, i.e. only
 * if this label is not resolved yet. For backward references, the offset of the reference can be, and must be,
 * computed and stored directly.
 *
 * @param sourcePosition the position of the referencing instruction. This position will be used to compute the
 * offset of this forward reference.
 * @param referencePosition the position where the offset for this forward reference must be stored.
 */
private void addReference(final int sourcePosition, final int referencePosition, final int referenceType) {
    if (srcAndRefPositions == null) {
        srcAndRefPositions = new int[6];
    }
    if (referenceCount >= srcAndRefPositions.length) {
        int[] a = new int[srcAndRefPositions.length + 6];
        System.arraycopy(srcAndRefPositions, 0, a, 0, srcAndRefPositions.length);
        srcAndRefPositions = a;
    }
    srcAndRefPositions[referenceCount++] = sourcePosition;
    srcAndRefPositions[referenceCount++] = referencePosition | referenceType;
}","/**
 * Adds a forward reference to this label. This method must be called only for a true forward reference, i.e. only
 * if this label is not resolved yet. For backward references, the offset of the reference can be, and must be,
 * computed and stored directly.
 *
 * @param sourcePosition the position of the referencing instruction. This position will be used to compute the
 * offset of this forward reference.
 * @param referencePosition the position where the offset for this forward reference must be stored.
 */
", ,"/** * Adds a forward reference to this label. This method must be called only for a true forward reference, i.e. only * if this label is not resolved yet. For backward references, the offset of the reference can be, and must be, * computed and stored directly. * * @param sourcePosition the position of the referencing instruction. This position will be used to compute the * offset of this forward reference. * @param referencePosition the position where the offset for this forward reference must be stored. */",195,206,[0],0,[0],0,[0],0,0,0,0,"addReference(int, int, int)",com.alibaba.fastjson.asm.Label,"addReference/3[int,int,int]",False,195,1,1,1,0,3,1,12,0,1,3,1,0,0,0,1,0,0,0,4,5,1,1,0,0,0,43,2,0,True
93,..\projects\fastjson-1.2.83\src\main\java\com\alibaba\fastjson\asm\Label.java,com.alibaba.fastjson.asm.Label,"void resolve(MethodWriter, int, byte[])","/**
 * Resolves all forward references to this label. This method must be called when this label is added to the
 * bytecode of the method, i.e. when its position becomes known. This method fills in the blanks that where left in
 * the bytecode by each forward reference previously added to this label.
 *
 * @param owner the code writer that calls this method.
 * @param position the position of this label in the bytecode.
 * @param data the bytecode of the method.
 * @return <tt>true</tt> if a blank that was left for this label was to small to store the offset. In such a case
 * the corresponding jump instruction is replaced with a pseudo instruction (using unused opcodes) using an unsigned
 * two bytes offset. These pseudo instructions will need to be replaced with true instructions with wider offsets (4
 * bytes instead of 2). This is done in {@link MethodWriter#resizeInstructions}.
 * @throws IllegalArgumentException if this label has already been resolved, or if it has not been created by the
 * given code writer.
 */
void resolve(final MethodWriter owner, final int position, final byte[] data) {
    this.status |= 2;
    this.position = position;
    int i = 0;
    while (i < referenceCount) {
        int source = srcAndRefPositions[i++];
        int reference = srcAndRefPositions[i++];
        int handle = reference & FORWARD_REFERENCE_HANDLE_MASK;
        int offset = position - source;
        if ((reference & FORWARD_REFERENCE_TYPE_MASK) == FORWARD_REFERENCE_TYPE_SHORT) {
            data[handle++] = (byte) (offset >>> 8);
            data[handle] = (byte) offset;
        } else {
            data[handle++] = (byte) (offset >>> 24);
            data[handle++] = (byte) (offset >>> 16);
            data[handle++] = (byte) (offset >>> 8);
            data[handle] = (byte) offset;
        }
    }
}","/**
 * Resolves all forward references to this label. This method must be called when this label is added to the
 * bytecode of the method, i.e. when its position becomes known. This method fills in the blanks that where left in
 * the bytecode by each forward reference previously added to this label.
 *
 * @param owner the code writer that calls this method.
 * @param position the position of this label in the bytecode.
 * @param data the bytecode of the method.
 * @return <tt>true</tt> if a blank that was left for this label was to small to store the offset. In such a case
 * the corresponding jump instruction is replaced with a pseudo instruction (using unused opcodes) using an unsigned
 * two bytes offset. These pseudo instructions will need to be replaced with true instructions with wider offsets (4
 * bytes instead of 2). This is done in {@link MethodWriter#resizeInstructions}.
 * @throws IllegalArgumentException if this label has already been resolved, or if it has not been created by the
 * given code writer.
 */
","/* RESOLVED */
","/** * Resolves all forward references to this label. This method must be called when this label is added to the * bytecode of the method, i.e. when its position becomes known. This method fills in the blanks that where left in * the bytecode by each forward reference previously added to this label. * * @param owner the code writer that calls this method. * @param position the position of this label in the bytecode. * @param data the bytecode of the method. * @return <tt>true</tt> if a blank that was left for this label was to small to store the offset. In such a case * the corresponding jump instruction is replaced with a pseudo instruction (using unused opcodes) using an unsigned * two bytes offset. These pseudo instructions will need to be replaced with true instructions with wider offsets (4 * bytes instead of 2). This is done in {@link MethodWriter#resizeInstructions}. * @throws IllegalArgumentException if this label has already been resolved, or if it has not been created by the * given code writer. */",223,242,[0],0,[0],0,[0],0,0,0,0,"resolve(MethodWriter, int, byte[])",com.alibaba.fastjson.asm.Label,"resolve/3[com.alibaba.fastjson.asm.MethodWriter,int,byte[]]",False,223,2,1,1,0,4,0,21,0,5,3,0,0,0,1,1,0,5,0,6,13,5,2,0,0,0,103,0,0,True
