ID,CommentsAssociated,CommentsAssociatedLabel
1032,"// TODO: would love a test that doesn't use a wrapper, but CI path..",1
1693,/** * Deletes this item. */,0
7595,"/** * Called when the start of a master element is encountered. * * @see EbmlProcessor#startMasterElement(int, long, long) */[[SEP]]/* cause= */[[SEP]]// We need to build cues before parsing the cluster.[[SEP]]// We know where the Cues element is located. Seek to request it.[[SEP]]// We don't know where the Cues element is located. It's most likely omitted. Allow// playback, but disable seeking.[[SEP]]// TODO: check and fail if more than one content encoding is present.",1
26427,// CASE WHEN a = 1 THEN 'foo1'// WHEN 1 = 2 THEN 'bar1'// WHEN 2 = 1 THEN 'bar2'// WHEN a > 1 THEN 'foo2'// ELSE 'default'// END//// ==>//// CASE WHEN a = 1 THEN 'foo1'// WHEN a > 1 THEN 'foo2'// ELSE 'default'// END,0
15624,/** * Returns the highest value in the dataset. The count must be non-zero. * * <h3>Non-finite values</h3> * * <p>If the dataset contains {@link Double#NaN} then the result is {@link Double#NaN}. If it * contains {@link Double#POSITIVE_INFINITY} and not {@link Double#NaN} then the result is {@link * Double#POSITIVE_INFINITY}. If it contains {@link Double#NEGATIVE_INFINITY} and finite values * only then the result is the highest finite value. If it contains {@link * Double#NEGATIVE_INFINITY} only then the result is {@link Double#NEGATIVE_INFINITY}. * * @throws IllegalStateException if the dataset is empty */,0
16064,"/** * Returns the start position of the first occurrence of the specified {@code target} within * {@code array}, or {@code -1} if there is no such occurrence. * * <p>More formally, returns the lowest index {@code i} such that {@code Arrays.copyOfRange(array, * i, i + target.length)} contains exactly the same elements as {@code target}. * * @param array the array to search for the sequence {@code target} * @param target the array to search for as a sub-sequence of {@code array} */",0
12828,/** * Returns {@code true} if this fluent iterable contains any object for which {@code * equals(target)} is true. * * <p><b>{@code Stream} equivalent:</b> {@code stream.anyMatch(Predicate.isEqual(target))}. */,0
11457,// NullPointerTester,0
9576,// force notifications,0
4203,/** * Creates the list of {@link ListViewColumn}s to be used for newly created {@link ListView}s and their likes. * @since 1.391 * @deprecated use {@link #createDefaultInitialColumnList(Class)} */,1
16516,"/** * A few hardcoded lat/lng/zoom hashing expectations */[[SEP]]// z=30[[SEP]]// z=0,x=0,y=1[[SEP]]// z=0,x=1,y=0",0
3295,// Create a new hashtable,0
10,/** * Provides a {@link Logger} instance to plugins. * @param plugin The plugin for which the logger should be supplied. * @return       The supplied Logger instance. */,0
2529,// Align[[SEP]]// Cpu/Gpu[[SEP]]// Sort[[SEP]]// Blending source[[SEP]]// Blending destination,0
27270,// Use DataStreamUtils#reinterpretAsKeyed to avoid merge regions and this stream graph would// exist num of 'NUM_OF_REGIONS' individual regions.[[SEP]]// another stream graph totally disconnected with the above one.,0
5135,// event.height * 2 / 3;,0
224,"/** * Returns a {@code Flowable} that emits a {@code 0L} after the {@code initialDelay} and ever-increasing numbers * after each {@code period} of time thereafter, on a specified {@link Scheduler}. * <p> * <img width=""640"" height=""200"" src=""https://raw.github.com/wiki/ReactiveX/RxJava/images/rx-operators/timer.ps.v3.png"" alt=""""> * <dl> *  <dt><b>Backpressure:</b></dt> *  <dd>The operator generates values based on time and ignores downstream backpressure which *  may lead to {@link MissingBackpressureException} at some point in the chain. *  Downstream consumers should consider applying one of the {@code onBackpressureXXX} operators as well.</dd> *  <dt><b>Scheduler:</b></dt> *  <dd>You specify which {@code Scheduler} this operator will use.</dd> * </dl> * * @param initialDelay *            the initial delay time to wait before emitting the first value of 0L * @param period *            the period of time between emissions of the subsequent numbers * @param unit *            the time unit for both {@code initialDelay} and {@code period} * @param scheduler *            the {@code Scheduler} on which the waiting happens and items are emitted * @return the new {@code Flowable} instance * @throws NullPointerException if {@code unit} or {@code scheduler} is {@code null} * @see <a href=""http://reactivex.io/documentation/operators/interval.html"">ReactiveX operators documentation: Interval</a> * @since 1.0.12 */",0
9342,// for testing,0
4508,/** * Gets the objects to publish and receive messages. * * @param messageType the type of message * @param <V> the type of message * @return the object to publish and subscribe to Redis channels */,0
4419,// Don't need this restriction if we can prove that all order by variables are deterministically produced[[SEP]]// Only RANGE frame type currently supported for aggregation functions because it guarantees the// same value for each peer group.// ROWS frame type requires the ordering to be fully deterministic (e.g. deterministically sorted on all columns)[[SEP]]// TODO: extract frames of type RANGE and allow optimization on them[[SEP]]// Lookup variables can only be passed through if they are part of the partitioning,1
26377,"// test transforming only the properties (source, expression),// skipping the children (the three parameters of the function) which are tested separately",0
12962,"/** * Returns everything below the endpoint relative to the specified comparator, with the specified * endpoint behavior. */",0
4127,// TODO: 8/26/2022 Add support for editing nested cells,1
955,"// Check if lo, hi is set and lo >=0 while hi < 0 (meaning - return whole result set except some rows at start and some at the end)// because such case can't really be optimized by topN/bottomN",0
3270,"// pkg private for tests[[SEP]]// the response metadata cache is only there for diagnostics purposes,// but can force objects from every response to the old generation.[[SEP]]// TODO: remove this leniency, these settings should exist together and be validated[[SEP]]// Increase the number of retries in case of 5xx API responses",1
3098,"/** * Create a PulsarDeserializationSchema by using the Pulsar {@link Schema} instance. The message * bytes must be encoded by pulsar Schema. * * <p>We only support <a * href=""https://pulsar.apache.org/docs/en/schema-understand/#struct"">struct types</a> here. */",0
3601,// just skip,0
7627,/** * @param context * @param path * @throws IOException if an I/O error occurs */[[SEP]]// directory listing is not supported,0
6189,"/** * Sets an artificial document from which term vectors are requested for. * @deprecated use {@link #doc(BytesReference, boolean, XContentType)} to avoid content auto detection */",1
9855,// ensure that the 3 uploaded files where created on disk,0
748,"/** * @return A {@link KeyTemplate} that generates new instances of HMAC keys with the following *     parameters: *     <ul> *       <li>Key size: 64 bytes *       <li>Tag size: 32 bytes *       <li>Hash function: SHA512 *       <li>Prefix type: {@link KeyTemplate.OutputPrefixType#TINK} *     </ul> * * @deprecated use {@code KeyTemplates.get(""HMAC_SHA512_256BITTAG"")} */",1
883,"/** * Sets value only if object holder doesn't exist. * * @param value - value to set * @return {@code true} if successful, or {@code false} if *         element was already set */",0
9131,"/** * Factory method that either returns a plain {@link ReloadableCustomAnalyzer} if the components used for creation are supporting index * and search time use, or a {@link ReloadableCustomAnalyzer} if the components are intended for search time use only. */",0
5986,"/** * Returns the x scroll position in pixels, where 0 is the left of the scroll pane. */",0
3858,"/** * Initiates a flush asynchronously, which will be completed on the callback thread. When the * flush is complete, it will trigger {@code onFlushCompleted} from the callback thread. */",0
15194,"/** * Decodes the specified character sequence, and returns the resulting {@code byte[]}. This is the * inverse operation to {@link #encode(byte[])}. * * @throws DecodingException if the input is not a valid encoded string according to this *     encoding. */",0
3067,// TODO keep track of unsuccessful requests in different entries,1
4841,// TODO: add test case for a sliced RowBlock// underlying field blocks are not compact,1
4304,// This should never happen!! Only adding this check in case someone moves the call to this method to the wrong place.,1
6928,"// status remains null[[SEP]]// can happen if we go from persist to recovering for commit directly// truncate the trailing junk away[[SEP]]// rename to final location (if it exists, overwrite it)[[SEP]]// neither exists - that can be a sign of// - (1) a serious problem (file system loss of data)// - (2) a recovery of a savepoint that is some time old and the users// removed the files in the meantime.// TODO how to handle this?// We probably need an option for users whether this should log,// or result in an exception or unrecoverable exception",1
16782,"/** * Registers a listener to be {@linkplain Executor#execute(Runnable) run} on the given executor. * The listener will run when the {@code Future}'s computation is {@linkplain Future#isDone() * complete} or, if the computation is already complete, immediately. * * <p>There is no guaranteed ordering of execution of listeners, but any listener added through * this method is guaranteed to be called once the computation is complete. * * <p>Exceptions thrown by a listener will be propagated up to the executor. Any exception thrown * during {@code Executor.execute} (e.g., a {@code RejectedExecutionException} or an exception * thrown by {@linkplain MoreExecutors#directExecutor direct execution}) will be caught and * logged. * * <p>Note: If your listener is lightweight -- and will not cause stack overflow by completing * more futures or adding more {@code directExecutor()} listeners inline -- consider {@link * MoreExecutors#directExecutor}. Otherwise, avoid it: See the warnings on the docs for {@code * directExecutor}. * * <p>This is the most general listener interface. For common operations performed using * listeners, see {@link Futures}. For a simplified but general listener interface, see {@link * Futures#addCallback addCallback()}. * * <p>Memory consistency effects: Actions in a thread prior to adding a listener <a * href=""https://docs.oracle.com/javase/specs/jls/se7/html/jls-17.html#jls-17.4.5""> * <i>happen-before</i></a> its execution begins, perhaps in another thread. * * <p>Guava implementations of {@code ListenableFuture} promptly release references to listeners * after executing them. * * @param listener the listener to run when the computation is complete * @param executor the executor to run the listener in * @throws RejectedExecutionException if we tried to execute the listener immediately but the *     executor rejected it. */",0
9224,"// get an InjectableBean view of our class[[SEP]]// at this point we've scanned the class and its bean infos, which can have form params[[SEP]]// we must propagate this to all our methods, regardless of what they thought they required[[SEP]]// kinda bogus, but we just ignore failed interfaces for now// they can have methods that are not valid until they are actually extended by a concrete type",1
7271,"// TODO: check primary == null || primary.active() after all tests properly add ReplicaAfterPrimaryActiveAllocationDecider[[SEP]]// add/remove corresponding outgoing recovery on node with primary shard[[SEP]]// primary is done relocating, move non-primary recoveries from old primary to new primary",1
23681,"// Tests to make sure that errors in search do not interfere with shutdown procedure[[SEP]]// <- Force a stop so we can see how error + non-INDEXING state is handled[[SEP]]// This will throw an exception[[SEP]]// Despite failure in processing keys, we should continue moving to STOPPED[[SEP]]// There should be one recorded failure[[SEP]]// Note: no docs were indexed",0
10108,// TODO: should be Package private,1
636,// Jelly,0
413,"// TODO if jdbcExpression is not present, walk through translated subtree to find out which parts can be pushed down",1
18856,/** * Gets the number of threads used to transfer files while snapshotting/restoring. */,0
3693,/** * The mapping method. Takes an element from the input data set and transforms it into exactly * one element. * * @param value The input value. * @return The transformed value * @throws Exception This method may throw exceptions. Throwing an exception will cause the *     operation to fail and may trigger recovery. */,0
3208,"/** * @deprecated Use {@link #onPositionDiscontinuity(EventTime, Player.PositionInfo, *     Player.PositionInfo, int)} instead. */",1
12121,"// we clone the query shard context here just for rewriting otherwise we// might end up with incorrect state since we are using now() or script services// during rewrite and normalized / evaluate templates etc.[[SEP]]// we handle the case where `IndicesService#indexServiceSafe`or `IndexService#getShard`, or the DefaultSearchContext// constructor throws an exception since we would otherwise leak a searcher and this can have severe implications// (unable to obtain shard lock exceptions).",1
1674,/** * @deprecated since 2007-12-18. *      Use {@link #checkPermission(hudson.security.Permission)} */,1
13215,// Perform the sorting and percentile collection now that all the data// has been collected.[[SEP]]// todo need postCollection() to clean up temp sorted data?,1
1170,"// TODO: This is current behavior, but is it what we want?[[SEP]]// TODO: Do we really want the following two tests to return different results?",1
5693,"/** * Execute the command <a href=""https://redis.io/commands/zrevrank"">ZREVRANK</a>. * Summary: Determine the index of a member in a sorted set, with scores ordered from high to low * Group: sorted-set * Requires Redis 2.0.0 * * @param key the key * @return the rank of member. If member does not exist in the sorted set or key does not exist, {@code empty}. */",0
25364,/** * Verify Correlate and Calc. */,0
3466,/** * Implements <code>repository.persist(entity)</code> */,0
3896,"/** * @deprecated Use instead {@link org.apache.commons.io.IOUtils#writeLines(java.util.Collection, String, java.io.Writer)} */",1
6413,// using a supplier to make the remote Address resolution lazy: often it's not needed and it's not very cheap to create.[[SEP]]// we need the request context to stick around,1
1944,// The sqlite_sequence table is created and initialized automatically whenever a normal table that contains an AUTOINCREMENT column is created. Not earlier,0
1645,/** * Appends values to arrays specified by JSONPath. * Returns new size of arrays. * Compatible only with enhanced syntax starting with '$' character. * * @param path JSON path * @param values values to append * @return list of arrays size */,0
17478,"// compensate for races, where cancel is called before the driver is set// note that this is an artifact of a bad design of this test base, where the setup// of the basic properties is not separated from the invocation of the execution logic",1
8710,"// TODO:// 1. When variants with the same URL are not de-duplicated, duplicates must not increment// trackIndex so as to avoid breaking stream keys that have been persisted for offline. All// duplicates should be copied if the first variant is copied, or discarded otherwise.// 2. When renditions with null URLs are permitted, they must not increment trackIndex so as to// avoid breaking stream keys that have been persisted for offline. All renitions with null// URLs should be copied. They may become unreachable if all variants that reference them are// removed, but this is OK.// 3. Renditions with URLs matching copied variants should always themselves be copied, even if// the corresponding stream key is omitted. Else we're throwing away information for no gain.",1
24232,// NOT NOT x ==> x[[SEP]]// NOT distributivity for AND[[SEP]]// NOT distributivity for OR,0
1311,"/** * Returns the {@link Node} that this computer represents. * * @return *      null if the configuration has changed and the node is removed, yet the corresponding {@link Computer} *      is not yet gone. */[[SEP]]// TODO confirm safe to assume non-null and use getInstance()",1
23691,// --------------------------------------------------------------------------------------------// Methods shared across packages// --------------------------------------------------------------------------------------------[[SEP]]/** * Collects methods of the given name. */[[SEP]]// for deterministic order,0
15805,"/** * Stops the job with a savepoint, returning a future that completes when the operation is * started. * * @param operationKey key of the operation, for deduplication * @param targetDirectory Target directory for the savepoint. * @param formatType Binary format of the savepoint. * @param savepointMode context of the savepoint operation * @param timeout for the rpc call * @return Future which is completed once the operation is triggered successfully */",0
10572,/* bootTimeMs= */[[SEP]]/* initialTimeMs= */[[SEP]]/* isAutoAdvancing= */[[SEP]]/* timeDiffMs */,0
9513,// TODO(cpovirk): run tests in other thread instead of messing with main thread interrupt status,1
859,"/** * Removes at most the given number of available elements from * this queue and adds them to the given collection in async mode.  A failure * encountered while attempting to add elements to * collection {@code c} may result in elements being in neither, * either or both collections when the associated exception is * thrown.  Attempts to drain a queue to itself result in * {@code IllegalArgumentException}. Further, the behavior of * this operation is undefined if the specified collection is * modified while the operation is in progress. * * @param c the collection to transfer elements into * @param maxElements the maximum number of elements to transfer * @return the number of elements transferred * @throws UnsupportedOperationException if addition of elements *         is not supported by the specified collection * @throws ClassCastException if the class of an element of this queue *         prevents it from being added to the specified collection * @throws NullPointerException if the specified collection is null * @throws IllegalArgumentException if the specified collection is this *         queue, or some property of an element of this queue prevents *         it from being added to the specified collection */",0
2409,// valid[[SEP]]// valid[[SEP]]// valid[[SEP]]// valid[[SEP]]// valid[[SEP]]// valid[[SEP]]// valid[[SEP]]// valid[[SEP]]// valid[[SEP]]// discarded bad type string[[SEP]]// valid null,1
3163,// bound addresses[[SEP]]// publish address,0
1900,/** * Deletes the program. Deleted programs cannot be used again. */,0
11034,// can't call combine/uni on empty list,0
12965,// Nothing to write,0
7884,// Error: Missing implementation.// Example: bind(Date.class).annotatedWith(Red.class);// We can't assume abstract types aren't injectable. They may have an// @ImplementedBy annotation or something.[[SEP]]// This cast is safe after the preceding check.,1
13662,/** * Creates a SSLEngineFactory to be used by internal communication client endpoints. */,0
3389,/** * Enables blending for drawing sprites. Calling this within {@link #begin()}/{@link #end()} will flush the batch. */,0
19940,// Truncate to UTF8 boundary (no cut)[[SEP]]// Truncate to UTF8 boundary (cuts)[[SEP]]// Don't truncate[[SEP]]// Truncate to UTF8 boundary (cuts),0
20381,// TODO: could we use an allocation strategy?,1
19356,/** * Configures the application to write out checkpoint snapshots to the configured directory. See * {@link FileSystemCheckpointStorage} for more details on checkpointing to a file system. * * @param checkpointDirectory The path to write checkpoint metadata to. * @see #setCheckpointStorage(CheckpointStorage) */,0
13257,/** * Guaranteed to throw an exception and leave the {@code RangeMap} unmodified. * * @throws UnsupportedOperationException always * @deprecated Unsupported operation. */,1
15914,/** * Uploads a byte array to a server which cannot create incoming files via the {@link * BlobCacheService}. File transfers should fail. * * @param jobId job id * @param blobType whether the BLOB should become permanent or transient */[[SEP]]// setWritable doesn't work on Windows.[[SEP]]// make sure the blob server cannot create any files in its storage dir[[SEP]]// upload the file to the server via the cache[[SEP]]// only the incoming directory should exist (no job directory!)[[SEP]]// set writable again to make sure we can remove the directory[[SEP]]// noinspection ResultOfMethodCallIgnored,1
2928,/** * This is a bug in original {@link TransactionCoordinatorClientException#unwrap(Throwable)} * method. Pulsar wraps the {@link ExecutionException} which hides the real execution exception. */,1
6737,"/** * Returns a {@code HttpDataSourceException} whose error code is assigned according to the cause * and type. */[[SEP]]// An interruption means the operation is being cancelled, in which case this exception// should not cause the player to fail. If it does, it likely means that the owner of the// operation is failing to swallow the interruption, which makes us enter an invalid state.",0
20488,/** * {@inheritDoc} * * <p>The default implementation returns the result of calling * {@link #visitChildren} on {@code ctx}.</p> */,0
773,"/** * Sets a generic Answer for the method. * * This method is an alias of {@link #thenAnswer(Answer)}. This alias allows * more readable tests on occasion, for example: * <pre class=""code""><code class=""java""> * //using 'then' alias: * when(mock.foo()).then(returnCoolValue()); * * //versus good old 'thenAnswer: * when(mock.foo()).thenAnswer(byReturningCoolValue()); * </code></pre> * * @param answer the custom answer to execute. * @return object that allows stubbing consecutive calls * * @see #thenAnswer(Answer) * @since 1.9.0 */",0
1426,"// this is an optimisation to release TableReader in case ""this""// cursor lingers around. If there is exception or circuit breaker fault// we will rely on close() method to release reader.",0
869,/** * Opens the reader with given partitions. */,0
23,"// TODO verify that we hit EOF immediately, not partway into framelen[[SEP]]/* op byte not counted */[[SEP]]// but read another frame[[SEP]]// in case trick in CLIAction does not work",1
118,"/** * Generic function to decode the given byte array to a Java object based on the given type. * <p> * Blocks from ARRAY and MAP types can be converted * to Java Lists and Maps using {@link AccumuloRowSerializer#getArrayFromBlock(Type, Block)} * and {@link AccumuloRowSerializer#getMapFromBlock(Type, Block)} * <p> * <table summary=""Expected data types""> * <tr> * <th>Encoded Type</th> * <th>Returned Java Object</th> * </tr> * <tr> * <td>ARRAY</td> * <td>List&lt;?&gt;</td> * </tr> * <tr> * <td>BIGINT</td> * <td>Long</td> * </tr> * <tr> * <td>BOOLEAN</td> * <td>Boolean</td> * </tr> * <tr> * <td>DATE</td> * <td>Long</td> * </tr> * <tr> * <td>DOUBLE</td> * <td>Double</td> * </tr> * <tr> * <td>Map</td> * <td>Map&lt;?,?&gt;</td> * </tr> * <tr> * <td>REAL</td> * <td>Double</td> * </tr> * <tr> * <td>SMALLINT</td> * <td>Long</td> * </tr> * <tr> * <td>TIME</td> * <td>Long</td> * </tr> * <tr> * <td>TIMESTAMP</td> * <td>Long</td> * </tr> * <tr> * <td>TINYINT</td> * <td>Long</td> * </tr> * <tr> * <td>VARBINARY</td> * <td>byte[]</td> * </tr> * <tr> * <td>VARCHAR</td> * <td>String</td> * </tr> * </table> * * @param type The presto {@link com.facebook.presto.common.type.Type} * @param value Encoded bytes to decode * @param <T> The Java type of the object that has been encoded to the given byte array * @return The Java object per the table in the method description */",0
2169,/** * Visit a parse tree produced by {@link PainlessParser#maptoken}. * @param ctx the parse tree * @return the visitor result */,0
18347,// TODO: remove POST endpoint?,1
14428,"/** * Searches the specified list for the specified object using the binary search algorithm. The * list must be sorted into ascending order according to the specified comparator (as by the * {@link Collections#sort(List, Comparator) Collections.sort(List, Comparator)} method), prior to * making this call. If it is not sorted, the results are undefined. * * <p>If there are elements in the list which compare as equal to the key, the choice of {@link * KeyPresentBehavior} decides which index is returned. If no elements compare as equal to the * key, the choice of {@link KeyAbsentBehavior} decides which index is returned. * * <p>This method runs in log(n) time on random-access lists, which offer near-constant-time * access to each list element. * * @param list the list to be searched. * @param key the value to be searched for. * @param comparator the comparator by which the list is ordered. * @param presentBehavior the specification for what to do if at least one element of the list *     compares as equal to the key. * @param absentBehavior the specification for what to do if no elements of the list compare as *     equal to the key. * @return the index determined by the {@code KeyPresentBehavior}, if the key is in the list; *     otherwise the index determined by the {@code KeyAbsentBehavior}. */[[SEP]]// TODO(lowasser): benchmark when it's best to do a linear search",1
6793,// remove property[[SEP]]// remove property,0
23105,"// for some extra coverage, checkIndex before we forceMerge[[SEP]]// just force a checkindex for now",0
16635,"/** * Returns a new {@code ClosingFuture} pipeline step derived from this one by applying a function * that returns a {@code ClosingFuture} to its exception if it is an instance of a given exception * type. The function can use a {@link DeferredCloser} to capture objects to be closed when the * pipeline is done (other than those captured by the returned {@link ClosingFuture}). * * <p>If this {@code ClosingFuture} fails with an exception of the given type, the derived {@code * ClosingFuture} will be equivalent to the one returned by the function. * * <p>If this {@code ClosingFuture} succeeds or fails with a different exception type, the * function will not be called, and the derived {@code ClosingFuture} will be equivalent to this * one. * * <p>If the function throws an exception, that exception is used as the result of the derived * {@code ClosingFuture}. But if the exception is thrown after the function creates a {@code * ClosingFuture}, then none of the closeable objects in that {@code ClosingFuture} will be * closed. * * <p>Usage guidelines for this method: * * <ul> *   <li>Use this method only when calling an API that returns a {@link ListenableFuture} or a *       {@code ClosingFuture}. If possible, prefer calling {@link #catching(Class, *       ClosingFunction, Executor)} instead, with a function that returns the next value *       directly. *   <li>Call {@link DeferredCloser#eventuallyClose(Closeable, Executor) closer.eventuallyClose()} *       for every closeable object this step creates in order to capture it for later closing. *   <li>Return a {@code ClosingFuture}. To turn a {@link ListenableFuture} into a {@code *       ClosingFuture} call {@link #from(ListenableFuture)}. *   <li>In case this step doesn't create new closeables, you can adapt an API that returns a *       {@link ListenableFuture} to return a {@code ClosingFuture} by wrapping it with a call to *       {@link #withoutCloser(AsyncFunction)} * </ul> * * <p>Example usage: * * <pre>{@code * // Fall back to a secondary input stream in case of IOException. * ClosingFuture<InputStream> inputFuture = *     firstInputFuture.catchingAsync( *         IOException.class, (closer, x) -> secondaryInputStreamClosingFuture(), executor); * } * }</pre> * * <p>When selecting an executor, note that {@code directExecutor} is dangerous in some cases. See * the discussion in the {@link ListenableFuture#addListener} documentation. All its warnings * about heavyweight listeners are also applicable to heavyweight functions passed to this method. * (Specifically, {@code directExecutor} functions should avoid heavyweight operations inside * {@code AsyncClosingFunction.apply}. Any heavyweight operations should occur in other threads * responsible for completing the returned {@code ClosingFuture}.) * * <p>After calling this method, you may not call {@link #finishToFuture()}, {@link * #finishToValueAndCloser(ValueAndCloserConsumer, Executor)}, or any other derivation method on * this {@code ClosingFuture}. * * @param exceptionType the exception type that triggers use of {@code fallback}. The exception *     type is matched against this step's exception. ""This step's exception"" means the cause of *     the {@link ExecutionException} thrown by {@link Future#get()} on the {@link Future} *     underlying this step or, if {@code get()} throws a different kind of exception, that *     exception itself. To avoid hiding bugs and other unrecoverable errors, callers should *     prefer more specific types, avoiding {@code Throwable.class} in particular. * @param fallback the function to be called if this step fails with the expected exception type. *     The function's argument is this step's exception. ""This step's exception"" means the cause *     of the {@link ExecutionException} thrown by {@link Future#get()} on the {@link Future} *     underlying this step or, if {@code get()} throws a different kind of exception, that *     exception itself. * @param executor the executor that runs {@code fallback} if the input fails */[[SEP]]// TODO(dpb): Should this do something special if the function throws CancellationException or// ExecutionException?",1
16426,"// All of dst exists, expect failure[[SEP]]// All of dst other than leaf exists[[SEP]]// dst missing value[[SEP]]// Construct all of dst",1
1753,"// noop, because current end_time isn't passed now + look_a_head_time + poll_interval[[SEP]]// updates end time of most recent backing index only, because current time is passed current end_time + look_a_head_time and// poll_interval",0
5342,/** * Sets the indices for the shard stores request */,0
18101,/** * Test that the instance delivers a correctly configured LocalRecoveryDirectoryProvider. */,0
9427,/** * @return the total number of elements across all blocks */,0
8025,"/** * Given a list of plan node hashes, returns historical statistics for them. * Some entries in return value may be missing if no corresponding history exists. * This can be called even when hash of a plan node is not present. * * TODO: Using PlanNode as map key can be expensive, we can use Plan node id as a map key. */",1
5196,"/** * Execute the command <a href=""https://redis.io/commands/rename"">RENAME</a>. * Summary: Rename a key * Group: generic * Requires Redis 1.0.0 * * @param key the key * @param newkey the new key */",0
22950,"/** * Convert this instance to a projection of top level indexes. The array represents the mapping * of the fields of the original {@link DataType}. For example, {@code [0, 2, 1]} specifies to * include in the following order the 1st field, the 3rd field and the 2nd field of the row. * * @throws IllegalStateException if this projection is nested. */",0
2581,/** * Returns the index of the child timeline containing the given period index. * * @param periodIndex A valid period index within the bounds of the timeline. */,0
27593,/*         * Project join on a tuple input 2         */,0
6662,/* cause= */[[SEP]]/* flags= */[[SEP]]// TODO: Add support for other charsets.,1
18904,// options are always needed for org.rocksdb.Logger construction (no other constructor)// the logger level gets configured from the options in native code,0
385,// workaround for ObjectAL crash problem// see: https://groups.google.com/forum/?fromgroups=#!topic/objectal-for-iphone/ubRWltp_i1Q,1
4489,"// Extract additional constants[[SEP]]// TODO:// We want to use a symbol resolver that looks up in the constants from the input subplan// to take advantage of constant-folding for complex expressions// However, that currently causes errors when those expressions operate on arrays or row types// (""ROW comparison not supported for fields with null elements"", etc)",1
138,"/** * write a {@link Queueable} element to the queue. Note that the element will always be written and the queue full * condition will be checked and waited on **after** the write operation. * * @param element the {@link Queueable} element to write * @return the written sequence number * @throws IOException if an IO error occurs */[[SEP]]// the write strategy with regard to the isFull() state is to assume there is space for this element// and write it, then after write verify if we just filled the queue and wait on the notFull condition// *after* the write which is both safer for a crash condition, and the queue closing sequence. In the former case// holding an element in memory while waiting for the notFull condition would mean always having the current write// element at risk in the always-full queue state. In the later, when closing a full queue, it would be impossible// to write the current element.[[SEP]]// create a new head page if the current does not have sufficient space left for data to be written[[SEP]]// TODO: verify queue state integrity WRT Queue.open()/recover() at each step of this process[[SEP]]// here we can just purge the data file and avoid beheading since we do not need// to add this fully hacked page into tailPages. a new head page will just be created.// TODO: we could possibly reuse the same page file but just rename it?[[SEP]]// create new head page[[SEP]]// now check if we reached a queue full state and block here until it is not full// for the next write or the queue was closed.[[SEP]]// the thread interrupt() has been called while in the await() blocking call.// at this point the interrupted flag is reset and Thread.interrupted() will return false// to any upstream calls on it. for now our choice is to return normally and set back// the Thread.interrupted() flag so it can be checked upstream.// this is a bit tricky in the case of the queue full condition blocking state.// TODO: we will want to avoid initiating a new write operation if Thread.interrupted() was called.// set back the interrupted flag",1
23706,/** * Pre-allocate a file of given current size to the specified size using the given file descriptor. * * @param fd the file descriptor * @param currentSize the current size of the file * @param fileSize the size to pre-allocate * @return 0 upon success */,0
12581,/** * This method will be removed in the future. For writing use {@link BufferBuilder}. * * @return the offset where this (potential slice) {@link Buffer}'s data start in the underlying *     memory segment. */,1
16640,"// TODO(dpb): Better toString, in the style of Futures.transform etc.",1
330,"// unmodified 3rd party dependencies[[SEP]]// parent first entries[[SEP]]// we add this dir so that it can be copied into container images if required// and will still be copied even if empty[[SEP]]// check if the file exists to avoid a FileAlreadyExistsException[[SEP]]// we process in order of priority// transformed classes first[[SEP]]// now generated classes and resources[[SEP]]// now the application classes[[SEP]]/*         * There are some files like META-INF/microprofile-config.properties that usually don't exist in application         * and yet are always looked up (spec compliance...) and due to the location in the jar,         * the RunnerClassLoader needs to look into every jar to determine whether they exist or not.         * In keeping true to the original design of the RunnerClassLoader which indexes the directory structure,         * we just add a fail-fast path for files we know don't exist.         *         * TODO: if this gets more complex, we'll probably want a build item to carry this information instead of hard         * coding it here         */[[SEP]]// we output the properties in a reproducible manner, so we remove the date comment// and sort them// we still use Properties to get the escaping right though, so basically we write out the lines// to memory, split them, discard comments, sort them, then write them to disk[[SEP]]// now copy the deployment artifacts, if required[[SEP]]// we don't care about transformation here, so just pass in an empty item[[SEP]]// now we serialize the data needed to build up the reaugmentation class path// first the app model[[SEP]]// now the bootstrap CP// we just include all deployment deps, even though we only really need bootstrap// as we don't really have a resolved bootstrap CP// once we have the app model it will all be done in QuarkusClassLoader anyway[[SEP]]// some of the dependencies may have been filtered out[[SEP]]// if it is a rebuild we might have classes",1
1579,// This token cannot be used until 1 minute in the future.[[SEP]]// A clock skew of 1 minute is allowed.,0
9747,/** * Return dynamic updates to mappings or {@code null} if there were no * updates to the mappings. */,0
8284,// This is a query inspired on TPC-DS Q6 that reproduces its plan nondeterminism problems,0
22545,"// ShardRouting is rendered inside a startObject() / endObject() but without a name,// so we must use XContentBuilder.field(String, ToXContent, ToXContent.Params) here",0
401,// drops hidden synthetic parameters (last continuation parameter from Kotlin suspending// functions)// and expands varargs[[SEP]]// drop extra args (currently -- Kotlin continuation synthetic// arg),0
2327,/** * This method no longer does anything. * * @deprecated Removed with no replacement */,1
22813,// TODO,1
24736,// random 0 - 3 uniquely named roles,0
1552,// Oracle server doesn't support single query cancel?// But we could try to cancel all,0
1186,// Not supported,0
4251,/** * Build a cylinder */,0
4440,"/** * Gets the object to execute commands manipulating stored strings. * * @param valueType the type of the value, often String, or the value are encoded/decoded using codecs. * @param <V> the type of the value * @return the object to manipulate stored strings. * @deprecated Use {@link #value(Class)} instead */",1
